tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
7,22.79,147.85,Month-to-month,No,No,No,Bank transfer,1,No,Yes,No,No
71,59.87,4243.0,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,No
49,33.12,1463.11,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
61,82.68,4759.98,Two year,DSL,Yes,No,Bank transfer,0,Yes,No,No,No
61,57.16,3336.65,Two year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
6,69.9,379.04,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,Yes,Yes
3,53.92,148.19,Month-to-month,No,No,No,Credit card,0,No,No,No,Yes
5,48.34,223.77,Month-to-month,No,Yes,Yes,Bank transfer,1,No,No,Yes,Yes
57,35.79,1982.96,Month-to-month,Fiber optic,Yes,No,Credit card,1,Yes,No,No,No
21,90.09,1880.49,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
25,59.81,1439.11,One year,Fiber optic,No,Yes,Bank transfer,1,Yes,No,Yes,Yes
2,55.56,106.26,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,Yes,No
40,59.05,2252.58,Month-to-month,DSL,No,Yes,Bank transfer,1,No,Yes,Yes,No
59,44.63,2462.2,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,Yes,Yes
13,55.66,711.11,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,No,Yes,Yes
11,71.17,746.92,Two year,No,No,Yes,Credit card,1,No,No,No,No
11,33.98,345.0,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,Yes,No
12,38.32,420.15,Two year,DSL,No,No,Electronic check,0,No,No,Yes,No
24,106.35,2548.7,One year,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,No
44,54.12,2147.31,One year,No,Yes,No,Bank transfer,0,No,No,No,No
18,48.45,866.3,Month-to-month,DSL,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
54,24.68,1228.54,One year,DSL,Yes,No,Electronic check,0,No,No,No,No
44,90.52,3846.49,One year,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,Yes
7,33.32,216.95,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,Yes
52,64.54,3309.03,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
54,18.0,927.62,Month-to-month,DSL,No,No,Credit card,0,Yes,No,No,Yes
31,89.55,2537.6,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
50,100.31,4649.29,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,No
43,79.54,3187.75,Month-to-month,No,Yes,No,Credit card,0,Yes,No,No,No
69,18.97,1294.0,Two year,Fiber optic,Yes,No,Credit card,0,No,No,No,No
17,90.16,1496.97,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
21,40.18,829.4,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
36,29.87,973.41,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
55,53.5,2818.56,One year,DSL,No,No,Electronic check,1,Yes,No,No,Yes
58,52.9,3067.95,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,No
2,49.85,97.56,One year,No,Yes,Yes,Electronic check,1,Yes,No,Yes,No
27,103.21,2541.64,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,Yes,Yes
34,120.0,3948.96,Month-to-month,DSL,Yes,Yes,Credit card,1,Yes,Yes,No,Yes
60,23.93,1399.23,One year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
53,44.34,2235.87,Month-to-month,DSL,Yes,Yes,Bank transfer,1,No,No,No,Yes
62,69.28,3899.65,Two year,Fiber optic,No,No,Mailed check,1,Yes,No,No,No
6,53.34,289.15,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,No,Yes
48,76.98,3672.06,Month-to-month,No,No,No,Credit card,1,No,Yes,No,No
30,92.48,2568.4,Month-to-month,DSL,Yes,No,Mailed check,0,No,Yes,Yes,No
57,87.48,4676.69,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,No,Yes
60,83.29,4895.09,Two year,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
23,114.77,2557.68,Two year,Fiber optic,No,No,Credit card,1,No,No,Yes,No
19,18.0,340.92,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,No,No
36,109.4,3581.12,One year,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
3,52.61,153.2,One year,DSL,No,No,Credit card,0,No,No,No,No
19,88.55,1528.04,Month-to-month,No,No,No,Credit card,1,No,No,Yes,Yes
59,34.11,1811.27,Month-to-month,No,No,Yes,Electronic check,0,No,No,No,Yes
23,37.75,791.86,Two year,No,No,No,Credit card,1,Yes,Yes,Yes,No
49,84.86,3998.77,Two year,No,Yes,No,Mailed check,0,Yes,No,No,No
48,18.0,836.02,Two year,Fiber optic,No,No,Credit card,0,No,Yes,No,No
50,94.68,4468.11,One year,No,Yes,No,Bank transfer,0,No,No,No,No
35,102.8,3254.78,One year,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
65,70.33,4404.16,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
33,69.25,2076.34,Month-to-month,DSL,No,No,Mailed check,0,No,No,Yes,Yes
35,39.99,1279.52,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,No,Yes
5,85.23,405.38,One year,DSL,Yes,No,Mailed check,0,Yes,No,Yes,No
38,75.43,2677.27,One year,DSL,No,No,Mailed check,0,No,Yes,Yes,No
41,37.35,1449.39,Two year,No,Yes,Yes,Mailed check,0,No,No,Yes,No
57,53.26,2925.04,Two year,No,No,No,Credit card,0,No,Yes,Yes,No
11,60.22,606.78,Two year,DSL,No,No,Electronic check,0,No,No,No,Yes
2,53.22,105.3,Two year,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
17,24.11,391.81,Month-to-month,No,No,Yes,Mailed check,0,No,Yes,No,No
39,85.97,3024.95,One year,Fiber optic,No,No,Bank transfer,1,Yes,Yes,Yes,No
20,57.69,1110.93,One year,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
14,65.46,867.24,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,Yes,Yes
25,47.65,1155.71,Two year,No,No,No,Bank transfer,0,No,No,Yes,No
7,79.26,542.84,Two year,No,No,Yes,Electronic check,1,Yes,No,No,No
41,70.96,2891.57,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,Yes
43,101.38,4358.62,Month-to-month,DSL,Yes,No,Electronic check,0,No,Yes,Yes,No
13,79.42,985.96,One year,No,No,Yes,Credit card,1,No,No,Yes,No
1,58.92,56.34,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
36,42.81,1390.5,Two year,Fiber optic,No,No,Electronic check,0,Yes,Yes,Yes,No
68,90.98,6103.23,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,No,No
37,56.52,1888.12,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
40,59.85,2306.06,Month-to-month,Fiber optic,Yes,Yes,Mailed check,1,No,No,Yes,No
61,59.84,3321.2,Month-to-month,DSL,No,No,Mailed check,1,Yes,No,Yes,Yes
59,52.95,2900.94,Month-to-month,No,No,No,Bank transfer,0,No,No,Yes,Yes
13,60.36,717.22,Two year,DSL,No,Yes,Electronic check,0,Yes,Yes,No,No
1,120.0,109.65,Month-to-month,No,No,No,Bank transfer,1,Yes,No,No,Yes
69,33.57,2101.98,Month-to-month,No,No,No,Mailed check,1,Yes,Yes,Yes,No
16,40.56,604.69,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,Yes,Yes
27,106.53,2710.53,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,Yes,Yes
65,53.76,3307.27,Two year,DSL,Yes,No,Mailed check,0,No,No,No,No
34,51.48,1652.25,One year,Fiber optic,No,Yes,Bank transfer,1,No,Yes,Yes,No
4,96.05,365.9,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,No
64,22.39,1412.87,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
39,89.64,3367.24,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,No,Yes
55,66.37,3291.62,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,Yes,No,No
35,78.94,2534.39,Month-to-month,No,No,Yes,Mailed check,1,No,No,Yes,Yes
44,78.38,3224.19,Two year,DSL,No,Yes,Credit card,0,No,Yes,Yes,Yes
22,46.16,1010.35,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,No,Yes
46,96.54,4031.43,One year,DSL,No,No,Bank transfer,1,No,Yes,Yes,No
30,48.5,1412.82,Month-to-month,No,No,Yes,Credit card,0,No,Yes,Yes,No
10,77.27,697.99,One year,DSL,Yes,No,Bank transfer,0,No,No,No,Yes
9,102.13,860.58,Two year,Fiber optic,Yes,Yes,Electronic check,0,No,No,No,No
66,106.37,6859.05,One year,DSL,Yes,Yes,Credit card,0,Yes,No,No,No
13,56.99,692.26,One year,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,Yes,No
9,78.89,669.56,Two year,No,No,No,Bank transfer,0,Yes,No,Yes,No
0,54.22,0.0,One year,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,No
4,120.0,435.18,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,No,Yes
19,88.4,1600.27,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,No,Yes
7,67.52,442.69,One year,No,Yes,Yes,Mailed check,0,Yes,Yes,No,No
42,74.38,3112.65,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,No,Yes
0,77.21,0.0,Month-to-month,No,No,No,Electronic check,0,Yes,No,No,Yes
56,78.1,3989.63,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,Yes,Yes,No
63,57.8,3614.97,Two year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
27,53.17,1322.35,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
36,60.44,1976.71,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,Yes,No
46,30.81,1352.29,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
36,86.55,3033.74,Two year,No,No,No,Bank transfer,0,No,No,No,No
48,40.95,1909.79,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
43,33.2,1361.08,One year,No,No,Yes,Mailed check,0,No,Yes,No,No
55,64.57,3371.2,Month-to-month,DSL,No,No,Mailed check,0,No,No,No,No
27,61.1,1644.68,One year,DSL,No,No,Credit card,0,No,No,Yes,No
5,72.49,355.95,Two year,No,No,Yes,Credit card,0,No,No,Yes,Yes
60,47.95,2790.3,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,Yes
19,53.22,929.8,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,Yes,Yes
1,85.76,84.21,Month-to-month,No,Yes,No,Mailed check,1,No,Yes,Yes,No
36,83.94,2946.23,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
19,82.69,1569.86,Two year,DSL,No,No,Bank transfer,0,Yes,No,No,No
25,66.02,1507.4,Month-to-month,No,No,No,Bank transfer,1,No,Yes,Yes,No
28,70.07,1906.1,One year,DSL,No,No,Credit card,0,Yes,No,Yes,No
0,71.91,0.0,Month-to-month,No,No,No,Electronic check,0,No,No,No,Yes
34,45.32,1458.07,Month-to-month,DSL,No,No,Electronic check,1,Yes,No,Yes,No
69,109.22,7335.27,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,Yes,Yes,Yes
58,104.95,6072.11,One year,DSL,No,Yes,Credit card,0,No,No,No,No
68,88.83,5767.1,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,No
32,52.22,1620.75,One year,DSL,No,Yes,Credit card,0,No,No,No,No
50,81.17,3660.8,Month-to-month,No,No,No,Electronic check,0,Yes,No,Yes,Yes
11,94.35,988.0,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,Yes
19,28.3,497.68,One year,DSL,No,No,Electronic check,0,No,No,Yes,Yes
52,115.84,5500.37,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,Yes
42,18.0,733.97,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,No,No
49,86.14,3815.27,One year,DSL,No,No,Mailed check,1,No,Yes,Yes,No
28,108.6,3011.87,Month-to-month,DSL,Yes,Yes,Electronic check,0,Yes,Yes,No,Yes
56,61.61,3283.78,One year,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,No
38,60.49,2217.76,Two year,DSL,Yes,No,Mailed check,0,No,No,Yes,No
55,85.03,4327.51,Two year,DSL,No,Yes,Credit card,0,Yes,Yes,Yes,No
42,120.0,4627.83,One year,DSL,No,Yes,Electronic check,0,No,No,Yes,No
49,56.57,2562.3,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,Yes,Yes
22,41.57,844.33,Two year,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
43,52.29,2218.0,Month-to-month,DSL,Yes,No,Electronic check,1,Yes,No,No,No
37,18.42,667.05,Month-to-month,No,No,No,Mailed check,0,Yes,Yes,No,No
22,91.93,1992.68,Month-to-month,No,No,No,Bank transfer,0,No,Yes,No,Yes
44,49.58,2123.68,Two year,DSL,No,Yes,Electronic check,0,No,No,Yes,No
51,58.75,2889.45,Two year,DSL,No,No,Credit card,0,No,Yes,No,No
49,92.29,4308.71,Month-to-month,No,No,Yes,Credit card,1,No,No,Yes,Yes
7,53.69,348.22,One year,Fiber optic,Yes,No,Mailed check,0,Yes,No,No,No
0,87.77,0.0,Two year,DSL,No,Yes,Credit card,1,No,No,No,Yes
7,33.86,216.56,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,Yes
28,93.76,2496.92,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,Yes
4,75.26,276.81,One year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
46,62.34,2725.62,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
33,68.93,2114.08,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,Yes,No
64,26.4,1529.68,One year,Fiber optic,Yes,No,Credit card,0,Yes,Yes,No,No
54,68.24,3502.08,Two year,No,No,No,Mailed check,0,No,No,Yes,No
42,60.75,2342.74,One year,DSL,Yes,No,Credit card,1,Yes,No,Yes,No
29,27.22,723.16,One year,Fiber optic,Yes,No,Mailed check,1,Yes,Yes,No,No
16,44.87,673.72,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,No
25,61.12,1430.48,Month-to-month,Fiber optic,No,Yes,Credit card,1,No,No,Yes,Yes
7,46.78,323.1,One year,DSL,No,No,Bank transfer,0,No,No,Yes,No
46,18.0,791.95,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,No,Yes
71,97.29,6807.13,Two year,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,No
45,60.74,2500.1,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
67,18.0,1128.49,Month-to-month,DSL,No,No,Credit card,1,No,No,No,No
32,120.0,3669.25,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,Yes
0,102.24,0.0,Two year,DSL,No,No,Electronic check,0,No,Yes,Yes,No
18,54.53,895.96,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,Yes,Yes
30,39.73,1151.54,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
13,77.1,967.6,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
52,71.07,3412.61,Two year,DSL,No,Yes,Credit card,0,Yes,Yes,No,No
47,81.26,3524.04,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,No,No
68,39.81,2638.17,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,No
61,97.93,5446.24,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,Yes,No
65,50.8,3276.66,One year,No,No,Yes,Credit card,0,Yes,No,Yes,No
63,85.42,5351.18,Month-to-month,No,No,No,Mailed check,0,No,Yes,Yes,No
69,41.09,2798.63,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,No,No,No,Yes
62,120.0,6852.74,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
32,85.87,2477.67,One year,DSL,Yes,No,Mailed check,0,No,No,No,No
40,120.0,4769.61,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
47,89.83,3945.03,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
12,48.16,538.07,Two year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
30,89.88,2497.32,Two year,DSL,No,No,Credit card,1,No,Yes,Yes,No
67,92.02,5699.57,Month-to-month,DSL,No,Yes,Credit card,0,Yes,Yes,No,No
3,76.2,222.53,One year,Fiber optic,Yes,No,Bank transfer,1,Yes,No,Yes,Yes
18,83.91,1496.47,One year,Fiber optic,No,No,Credit card,1,Yes,Yes,Yes,No
69,87.85,5931.96,Two year,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
12,35.19,408.52,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,No
22,33.05,675.31,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,No,Yes
0,41.17,0.0,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,Yes
53,68.83,3369.64,Two year,DSL,Yes,No,Electronic check,0,No,No,No,No
70,58.3,3718.41,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,No
14,35.73,456.22,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,No,No
64,88.26,5424.82,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,No,No
70,73.49,4649.67,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
14,70.07,978.36,One year,Fiber optic,Yes,Yes,Electronic check,1,Yes,No,Yes,No
20,57.26,1144.68,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,No,No
18,53.65,883.56,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
59,39.76,2211.49,Two year,No,No,No,Electronic check,0,No,No,No,Yes
32,93.01,2907.29,Month-to-month,Fiber optic,No,No,Mailed check,1,No,Yes,Yes,Yes
48,43.9,2097.73,One year,DSL,No,No,Mailed check,0,Yes,Yes,No,No
34,71.28,2397.18,Month-to-month,DSL,No,No,Bank transfer,0,No,No,No,No
43,114.86,4570.91,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,Yes,No
10,55.03,499.96,Two year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
71,93.82,6187.43,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
65,82.06,5033.73,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
45,74.34,3131.18,Two year,No,Yes,Yes,Electronic check,0,Yes,No,Yes,No
8,77.91,609.19,Two year,DSL,No,No,Electronic check,0,Yes,No,No,Yes
2,62.15,115.07,Two year,Fiber optic,Yes,No,Bank transfer,1,Yes,No,No,No
25,66.04,1627.66,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,Yes,No,Yes
71,48.56,3180.78,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,No,No
47,66.24,2914.45,One year,No,Yes,Yes,Credit card,0,Yes,No,No,No
65,47.44,2913.33,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
69,95.17,6101.29,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,No,No,Yes
27,18.0,474.65,One year,No,No,No,Electronic check,0,Yes,No,Yes,No
25,79.43,1868.5,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
24,75.1,1782.04,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
11,72.38,793.28,Month-to-month,DSL,Yes,No,Credit card,0,No,No,No,Yes
4,95.73,377.55,One year,No,No,Yes,Bank transfer,0,No,No,Yes,No
47,56.42,2525.15,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,No,No,Yes,Yes
36,72.66,2487.54,Two year,No,No,Yes,Electronic check,1,No,No,Yes,No
43,18.0,713.31,One year,No,Yes,Yes,Credit card,0,No,No,No,No
14,52.54,705.57,One year,DSL,Yes,Yes,Electronic check,0,Yes,No,No,No
42,90.67,3790.14,Two year,No,Yes,No,Mailed check,0,No,No,Yes,No
47,24.83,1059.72,One year,Fiber optic,No,Yes,Credit card,0,No,No,No,No
69,69.79,4696.31,Two year,Fiber optic,No,No,Mailed check,0,No,No,No,No
45,44.67,1983.93,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,No
42,61.67,2586.7,Month-to-month,No,No,No,Credit card,0,No,No,Yes,Yes
20,46.47,867.57,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,Yes,Yes
22,27.58,567.66,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,Yes
46,76.58,3251.35,Two year,No,Yes,Yes,Bank transfer,0,No,No,No,No
14,63.51,870.38,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,No,Yes
24,83.38,1829.03,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
35,88.83,2881.4,One year,No,No,No,Credit card,0,Yes,Yes,Yes,No
50,101.76,4729.43,One year,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,No,No
14,69.0,905.62,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
67,103.06,6505.68,One year,No,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
20,35.73,683.09,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,No
12,92.27,1101.52,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,No,Yes
18,78.78,1311.3,One year,DSL,Yes,Yes,Mailed check,0,No,Yes,No,No
33,71.99,2323.22,One year,Fiber optic,Yes,Yes,Credit card,0,Yes,No,Yes,No
67,78.34,5078.92,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,No,Yes
51,36.18,1682.08,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
26,29.1,742.25,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,Yes,No
28,116.29,2960.01,Month-to-month,DSL,No,Yes,Bank transfer,1,Yes,Yes,Yes,No
27,59.94,1576.13,Month-to-month,DSL,Yes,No,Electronic check,0,No,Yes,Yes,Yes
34,59.51,1965.83,One year,DSL,No,No,Electronic check,1,No,No,No,No
7,31.93,216.57,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,No,No
15,20.55,285.95,Month-to-month,DSL,No,Yes,Mailed check,0,No,Yes,Yes,No
35,62.35,2089.15,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
29,54.75,1549.89,One year,DSL,No,Yes,Credit card,0,Yes,No,No,No
17,65.05,1065.77,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,Yes,Yes
1,67.61,66.29,Month-to-month,No,No,No,Credit card,0,No,Yes,Yes,Yes
48,120.0,5580.22,One year,DSL,Yes,No,Mailed check,0,Yes,Yes,Yes,No
3,54.84,152.58,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,No
6,112.4,617.28,Two year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,Yes
38,114.26,4182.09,Month-to-month,DSL,No,No,Electronic check,0,No,No,Yes,Yes
12,87.61,1026.06,One year,Fiber optic,Yes,No,Credit card,1,Yes,No,Yes,No
30,57.95,1589.39,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,No
70,24.16,1551.65,Two year,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
62,79.34,4433.11,Month-to-month,DSL,No,No,Electronic check,0,No,No,No,Yes
55,95.56,5009.7,One year,No,No,Yes,Electronic check,0,No,No,No,No
41,117.43,4594.26,One year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
60,36.5,2080.52,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,Yes,No
41,57.69,2203.51,Month-to-month,No,No,Yes,Credit card,0,No,No,Yes,No
55,36.68,1901.97,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
35,46.0,1572.36,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
67,84.93,5224.73,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,Yes,No,Yes,No
6,44.62,246.34,Month-to-month,Fiber optic,No,Yes,Mailed check,1,No,Yes,Yes,Yes
53,40.27,2063.23,Two year,DSL,Yes,No,Mailed check,1,No,Yes,Yes,No
0,88.91,0.0,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
43,78.52,3153.65,Two year,Fiber optic,Yes,No,Electronic check,1,No,Yes,Yes,No
44,75.5,3299.66,One year,Fiber optic,Yes,No,Electronic check,0,No,No,No,No
46,45.41,1892.02,One year,Fiber optic,No,No,Credit card,0,No,No,No,No
12,103.79,1135.69,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
21,65.43,1299.83,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,No,No
20,120.0,2333.64,One year,Fiber optic,No,No,Bank transfer,1,No,No,Yes,Yes
8,69.83,523.49,Two year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
25,18.0,429.96,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
8,18.0,130.01,Month-to-month,DSL,No,No,Bank transfer,0,No,Yes,Yes,No
14,83.72,1109.0,Month-to-month,DSL,No,No,Bank transfer,0,No,No,No,Yes
9,104.01,865.19,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,No,Yes
41,41.49,1618.82,Two year,DSL,No,No,Electronic check,0,No,No,No,No
71,120.0,8116.01,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,No,No
23,114.89,2577.24,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,Yes
48,71.32,3265.83,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,No,No
25,81.18,1951.22,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
36,91.84,3150.73,Two year,DSL,No,No,Mailed check,0,No,No,No,No
67,120.0,8032.26,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,No
49,85.46,4100.28,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,No,No
23,70.64,1585.02,Month-to-month,No,No,Yes,Mailed check,0,No,Yes,No,No
18,85.17,1475.92,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,No,Yes
59,81.12,4560.35,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,Yes,No,Yes
38,92.73,3292.85,Month-to-month,No,Yes,Yes,Credit card,1,Yes,Yes,No,Yes
17,18.0,299.39,One year,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,No
18,74.48,1232.0,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,No,Yes
35,78.81,2492.6,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,No
54,62.81,3289.37,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,Yes,No,No
